,User,Location
9146,_Amada_01,Colombia
9147,BootMamerto,Isle of Man
9148,albertokulman,Bogotá/Colombia
9149,heyviv_azul,colombia
9150,camiloapineda,Bogotá - Colombia
9151,kmysaa10,
9152,Lana15Lozano,
9153,OverDoradoC,Bogota y Medellin -Colombia-
9154,jorbaes,
9155,dracorland0,
9156,_alelc,
9157,Antocortes2014,"Medellín, Colombia"
9158,crismoar1,
9159,ManuelEsp30,
9160,algomar19,Cartagena
9161,Alexmendezdh,Colombia
9162,KKIT777,
9163,j_Pame19,
9164,XuannuRagaraja,☄️
9165,juchealima,"Cali,Valle del Cauca Colombia"
9166,DubanMuoz12,"Barraquilla,atlantico"
9167,cerchar25,Maicao
9168,CalvinAlex94,Colombia
9169,Alexandermuiska,Colombia
9170,hectorfacostag,BOGOTA D.C. COLOMBIANO
9171,Lorena71694118,"Bilbao, España"
9172,VioletaAzulado,
9173,maurovalenciadi,Ciber Espacio
9174,d13g056,Colombia
9175,TAILO2020,Aquí y ahora
9176,nancylucha,"La Habana, Cuba"
9177,resistencia1121,.h
9178,BeFranklin1706,
9179,MarceloQbno,Cuba 
9180,homoeroticus938,
9181,LaCruda0207,
9182,cossahh,
9183,JairoDiazRojas,"Bogotá, D.C., Colombia"
9184,Inedito17,
9185,JorgeAtuesta,"Pereira, Colombia"
9186,rafagentili,"Buenos Aires, Argentina"
9187,JaimeBordaVal1,Any peaceful place
9188,demospolis,
9189,Yessmorenor_,
9190,Hectorbarrios33,
9191,nbarrios03,"Maracay, Venezuela"
9192,Perladelotun731,
9193,CBT_Veraz,Venezuela
9194,willy_araujor,
9195,losatiendodea1,Locombia
9196,daniville86,
9197,ingcarlosnovoa,Colombia
9198,JuanPaHered,Interstellar
9199,josermano,Quito Ecuador
9200,ropernu,Bogotá
9201,pepitorias,España
9202,Ulyssevengmail1,London
9203,ManuelPetrosky1,
9204,mariacoraline,Bogotá DC
9205,GalloJusticiero,
9206,Wicabe,
9207,MargaraObregon,
9208,Man_Eater_42,
9209,HUANRF,Bogota «
9210,TripleA85118270,La Habana
9211,Adrifluesterin,
9212,EGuerraArias,🇨🇺 #PatriaOMuerte #CubaViva
9213,Robotin1111,
9214,Hans_enLucha,
9215,daniii_belpa,"Bogotá, D.C., Colombia"
9216,AnbertoP,
9217,isabellardila,"Rodez, Francia"
9218,Hunting_Song_V,
9219,ALBERTO_ARANA_S,Bogota
9220,PaulaVillaVelez,
9221,RutaPacificaM,Colombia
9222,luissemp,Maracaibo
9223,shebyland,
9224,ElComejen1,Sin fronteras
9225,Batgirl_567,Gotham
9226,dcaceres2551,"Bogotá, D.C., Colombia"
9227,carolandreagm,"Bogotá, D.C., Colombia"
9228,EducacinGratui1,
9229,ElJGatsby,"Bogotá, D.C., Colombia"
9230,JuanchopMora,"Villavicencio, Colombia"
9231,Nasaquina,
9232,mangozurda,
9233,Laotratvvzla,
9234,RobayoChristian,
9235,Renata22265054,
9236,fuprodes,Cali colombia
9237,wolfratz3000,Vienna
9238,saih,"Oslo, Norway"
9239,paulcmar,"Medina, Arabia Saudita"
9240,_Maria_Dantas_,Barcelona
9241,natyalvarez777,Colombia
9242,madox3483,Colombia/Bogotá
9243,VoluntadLa,"Anorí, Colombia"
9244,stajojf,Valencia-Carabobo
9245,kiru7w7,Mi casa xd
9246,sofiatzuki,
9247,okammygraf777,Colombia 
9248,creepunico,Bogota
9249,Deibystheban,
9250,Brayan00002,Tierra 
9251,redescerebrado,Colombia
9252,amparoCastroEc1,
9253,yimeld,La Habana
9254,Stevenf00556911,
9255,Colombi87804273,
9256,ramonefrensant1,
9257,Normasinnormas,
9258,NachaPaola,Bogotá
9259,alecit4pintora,No surprises
9260,LeCuento__,Medellín
9261,duvan_robayo,"Santander, Colombia"
9262,Ecosofista87,"Bogotá, Colombia"
9263,mayikorea,Nueva República ARMY🏖️ 
9264,marlon22_vargas,
9265,AmyAzulada,USA
9266,arturocazal,"Caracas, Venezuela"
9267,abocca73,Rotterdan - Bruselas
9268,fotoecocultura,Maracay-Aragua
9269,ingv1026,
9270,vet300,Colombia
9271,promartica,... 
9272,Wairedhantte,"La Mesa, Colombia"
9273,mrbluestskies,
9274,SeleneM41074409,Colombia
9275,GianEscobarS,Colombia
9276,AndrsMuozDuque1,
9277,PipoPolansky,
9278,aidabossa,"Bogotá, Colombia"
9279,VivianaRendonC,Colombia
9280,UnTal_NN,LaColombiaReal
9281,RAMNZERPA11,Miranda 
9282,fezmilan,Colombia
9283,JuniorYepesg,Barranquilla
9284,M_RamirezIsaza,
9285,josefidelserra,"Bogotá, D.C., Colombia"
9286,davidsanmiguel3,
9287,LeidyMo07515890,
9288,Jcorreasalazar,Medellín
9289,ValgoJorge,
9290,danylopera4,
9291,KaritoGutirrez3,
9292,Car24943968,
9293,huguitotheboss,Barranquillero.
9294,diego15963394,
9295,RRRCorazonRRR,Lara
9296,notipaco,Colombia
9297,RP_Abogado,Colombia
9298,alherca2020,"Nueva York, USA"
9299,EriKnela,
9300,_angienathaly,"Pasto, Colombia"
9301,mitopoetica,Venezuela
9302,selmaasprilla,"Bogotá, Colombia"
9303,CamilaC74593894,
9304,alexandrova,www
9305,BiofilosL,
9306,JGomez1953,#QUEDATEENCASA
9307,FelicianoValen,Colombia
9308,AndesColombia,Colombia
9309,dacheliss,cubita 🇨🇺
9310,caritocac,"Los Angeles, CA"
9311,FerneyPaltaVela,"Cali, Colombia"
9312,lylietha,Uruguay
9313,victor95957495,
9314,Tropero_blue,
9315,c_antiuribista,
9316,Shrn_hr,
9317,Lalita16686089,
9318,deygonsu,
9319,stephanishope23,
9320,ResistiendoVla,Venezuela
9321,aguila54557,
9322,lucy13mujer,Caracas
9323,ChilamBalam21,Nicaragua
9324,K_vr2011,
9325,CruzMosquera21,
9326,lacecip,Durán Guayaquil Guayas Ecuador
9327,CrisMejia_10,"Mi ciudad bella, fria y alta.."
9328,GcruzCruz1,
9329,RzyKyami,
9330,BrianSS2021,Colombia
9331,0Val_0,
9332,_stubbornsoul,into the woods.
9333,lenabluex,
9334,JUANPSOTO,"Bogotá, D.C., Colombia"
9335,mlj_Liyi,
9336,PsyborgCorp,"Bogota, Colombia"
9337,thdirtyboy,La casa de tu mai
9338,fjoshuribe,
9339,_danisse__,"Barranquilla, Colombia"
9340,sMilenaria_,Bogotá 
9341,photosalas,
9342,Lyse_Sag,"San Diego, CA"
9343,JJB4280,Canada/ Europe
9344,AndrsFelipeTam2,"Medellín, Colombia"
9345,Babycri,
9346,dsingp,
9347,chikubirose,"Salem, not Oregon."
9348,Jota__j0ta,
9349,Jorge__Villate,Bogotá
9350,zule_carvajal,El Paso - Texas
9351,yosiphlaramonte,"Quebec, Canadá"
9352,WauraRodriguez,Colombia
9353,JBG76543972,Colombia
9354,OtraOpinionMasP,Valle Colombia
9355,mevale3ha,
9356,Kimberlyrzz,
9357,salejohb,
9358,Technotna,NIBIRU PLANET X
9359,YourAnonRiots,Digital Activist🏴 
9360,libertadmelbs,"Melbourne, Victoria"
9361,chldd,Venezuela - San Fernando
9362,Jxparisxo,"London, England"
9363,tragnesia,"São Paulo, Brasil"
9364,aphergon1,Antioquia
9365,Chepitaxes,.
9366,RoldanDurley,Cartagena Colombia 
9367,ElaineG16,
9368,MARSAMANT,
9369,ninjitametal,Colombia
9370,atom_mobster,"Bogotá, D.C., Colombia"
9371,JhonathanGmez4,
9372,YamidM5,Colombia Tomorrowland
9373,le_amarguetas,
9374,gildegils,"Bogotá, D.C., Colombia"
9375,RuizViracacha,"Bogotá, D.C., Colombia"
9376,lOrEk28,"Melbourne, Victoria"
9377,naclown1,
9378,Andrew689,"Colombia,Bogota"
9379,__cami19,"Bogotá, Colombia."
9380,fercorreacortes,Colombia 
9381,vicarca_,United States
9382,iridiciente,
9383,Soulshit83,
9384,Danessial,Everything is political.
9385,allromy,"Nijmegen, The Netherlands"
9386,EcderioAguirre1,
9387,Gabo77059756,Medellín 
9388,figueraedgar,UNEARTE-Puerto La Cruz
9389,GarzonNorteS,
9390,CaraboboActual,"Carabobo, Venezuela"
9391,nanahizz,ella
9392,guardianesgs,🌎🌎🌎
9393,diegosierra346,Lo espejo Santiago de Chile
9394,maxrosescout,
9395,Maya1972,Deutschland 
9396,SOSCOLOMBIADH,"Bogotá D.C., Colombia"
9397,Nataliatru97,
9398,RrRaiza,
9399,AlphaGoblin,Latinoamérica
9400,alejzuluaga,Locombia
9401,jorgedomontoya,
9402,vasquez_goez,
9403,poqweryy,
9404,RasTavito,Area Metropolitana de Medellín
9405,Nicogc12,Colombia - Armenia 
9406,cardenaltyschko,
9407,mariaalexandrmh,Colombia
9408,guardianvigila,
9409,Creliz, Yaracuy - Venezuela 
9410,EsDeOrates,Esquina Colombia
9411,Natalia38693218,
9412,carlosbp__3,
9413,Marfeminaa,
9414,maritza_galvis,
9415,ands_felip,BOGOTA DC
9416,EnriqueTeacher1,Bogotá
9417,Gc4rol,
9418,HeinrichFrhuman,COLOMBIA
9419,sofiaricotovar,Bogotá DC
9420,jhonhiguera49,bogota colombia 
9421,Mech44735353,"Cali, Colombia"
9422,ElAmarg17045014,"Esmeraldas, Ecuador"
9423,DanielCZarate,Bogotá D.C
9424,mateocardonah,Colombia
9425,JoseCortexz,El Salvador
9426,uribian,"Bogotá, colombia"
9427,miremoss,
9428,juansalazarco,
9429,Martin_ESR,"Macondo, Polombia."
9430,MayChazD,"Cali, Colombia"
9431,kandrereynel,
9432,Amysanez,
9433,dogjiga527,
9434,VivaMexicoCabr1,CDMX
9435,keaconsistent,
9436,AnItalo45377108,Reino Hachemita de Jordania
9437,ChavezErtugrul,
9438,Quillamundial,Barranquilla
9439,blanquita1406,"Bogotá, D.C., Colombia"
9440,Juanfacha16,
9441,irislicett01,
9442,resistencia1923,
9443,Aaronap13,
9444,ever_sanpacho4,
9445,DonBranding,
9446,Map_NoTerritory,The Planet Earth  
9447,SealesCarlos,
9448,eldramaturgode,@carlosfernandoposadat
9449,LocoPolombia,
9450,ALBERTOALVARE35,
9451,carlosjagudelo,Colombia
9452,aleusa2021,
9453,jornalerosin,
9454,NYZZA___,"Bogotá, D.C., Colombia"
9455,ChagoCubanito,Cuba
9456,JulianB61171222,
9457,solmyriam2,
9458,SebasCannon,"Bogotá, D.C., Colombia"
9459,CristianQ0423,Colombia
9460,RubenSelvaYMar,"Bogotá, D.C., Colombia"
9461,claranina42,
9462,MaJ0sepha,"Bogotá, D.C., Colombia"
9463,juanc_34,Venezuela 
9464,PastoRaul,Venezuela
9465,DanielfReyes2,
9466,mardelcielo28,Los confines más oscuros del infierno están reservados para aquellos que eligen mantenerse neutrales en tiempos de crisis moral'
9467,morocha861,Ciuad Guayana
9468,Petrolia4F,"Distrito Capital, Venezuela"
9469,PeterStayWay,COLOMBIA 
9470,maxipereira79,
9471,DraganovaNic,Nicaragua
9472,xiomy20013,Colombia
9473,MedinaFabiana_,
9474,jhoany_3,Colombia
9475,maferabe,"Cali, Colombia"
9476,http__oreon,she|he|they — 5TEEN !
9477,AndresMejaMoli1,"Lawrenceville, GA"
9478,ariana134340,multistan♡
9479,bajispower,she/her ☽☾  松野千冬 matsuno chifuyu tokyo 卍 gang first division vice-captain | ic: ieatmikey    
9480,CrowsNCats,🇵🇪
9481,JUSTK3NMA,  ⎙   CARRD BYF | they / she (ar40)
9482,juansebasbeta,Medellín
9483,mo_estefa,"Bogotá, D.C., Colombia"
9484,HisteriaColect4,
9485,mortega2017,
9486,yessikmlopez,
9487,Cyberresistenc1,Colombia
9488,Dahlia42817609,
9489,gabriellegabone,"Barranquilla, Colombia"
9490,yamiletgoyo,Venezuela
9491,PJpatry,
9492,443Sucre30_6d,
9493,wilmarveraza1,
9494,clicx2,France
9495,JoseJVergara,Medellin-colombia
9496,labrujagreen1,
9497,paito08Navia,"Bogotá, D.C., Colombia"
9498,MarthaBernalSu2,
9499,chalistori,
9500,santtidz,"Bogotá, DC, Colombia"
9501,JULIANITAHERO,
9502,IgaeiGaetan,
9503,kristofermelo,
9504,DelacruzOrtiz,Bogota Colombia
9505,JohnVelsquez12,COLOMBIA
9506,casdlp,CDMX/TOLIMA
9507,Vetogongora,Colombia
9508,Mishapantera,planeta Tierra 
9509,plateaPugnator,Laniakea
9510,FrankiCruz85,Nicaragua
9511,alex75227755,
9512,CDGrajales,Pereira
9513,wlasoga2,Chile
9514,LENAmil5,
9515,RevoBolivariana,desde La Patria Grande
9516,FernandoBelloo,Bogotá 
9517,Jordi23448961,Catalunya 
9518,AlpizarRaul,"Bogotá, D.C., Colombia"
9519,Protonox,
9520,SalazarPilonie1,
9521,tanesito1,Villavicencio
9522,Lordalvaro3,
9523,KevinMaOficial,Cali
9524,FlixSaenz2,
9525,col_andry,
9526,nadamasraro,"Bogotá, Colombia"
9527,ramontroledo,"Barranquilla, Colombia"
9528,f_azuuuuu,Colombia
9529,DarienLemas,"Barranquilla, Colombia"
9530,WilingtonLondo1,Colombia
9531,Fotografiemos,Colombia
9532,juan_alies,Colombia
9533,alexander8711,Colombia
9534,pablojuanmz,"Chía, Colombia"
9535,soldado_tom,
9536,Michell__2003,
9537,triquipes19,"Bogotá, D.C., Colombia"
9538,felinox1199,
9539,PabloSn69248628,
9540,JoanCamiloB,"Bogotá, D.C., Colombia"
9541,livingDead33,
9542,julianaandreses,Colombia
9543,Julieth88678988,
9544,XxalvaroBxX,"Bogotá, D.C., Colombia"
9545,tayenyajob,Palmira
9546,MenteBillonari1,"Cundinamarca, Colombia"
9547,gaboelrg,
9548,ahuramazdacol,Vía Láctea
9549,FritaPerez,
9550,ivancamposbueno,
9551,HS26_C,"Bogotá, D.C., Colombia"
9552,RamsAndre,
9553,Duvan_Sb,"Bogotá, D.C., Colombia"
9554,cubanosypunto,El Salvador
9555,vibratehigh79,
9556,mmoncayorosero,
9557,Michel82767589,"Cali, Colombia"
9558,MamerPoeta,"Bogotá, D.C., Colombia"
9559,Julian_Mot,
9560,deimon69_,Cali- Calentura 
9561,jpnorena7,
9562,miloha12,
9563,Ouchs,Colombia
9564,rolandaxevedo,"Cali, Colombia"
9565,Fredymvzlozano,
9566,Leandro73274982,"Bogotá, D.C., Colombia"
9567,lizeth_yoj,
9568,carlosmejiadea,Colombia
9569,josej504,South Florida
9570,CaroYatte,
9571,Noname20709839,
9572,Estradalexa17,"Río de Janeiro , Brasil"
9573,CataJs16,
9574,jcfrostph,"Bogotá, D.C., Colombia"
9575,mancalledbixby,Demolition City
9576,Latonero3,
9577,SebaaOrellana,"Chile, Colombia"
9578,KennedyHumana,Bogotá
9579,docukalu,Bogotá
9580,JThelulz,en el país del nunca jamás. 
9581,nicolasrivera22,"Horten, Norge"
9582,FatmaSa29961841,
9583,dayard9,
9584,Humanistastik,
9585,Colombia280421,
9586,DJDANNOVER,COLOMBIA
9587,k13_v,
9588,sebvsking,"Cali, Colombia"
9589,josunees,
9590,CampuzanoMishel,
9591,Sofia_Lopezcano,
9592,RiveraRomero19,
9593,danieeelmr,"Toronto, Ontario"
9594,Poletilla0924,
9595,Fresitaintensa_,"Barranquilla, Colombia"
9596,vichentedc,CHIBCHOMBIA
9597,Fernand28261697,"Bogotá, D.C., Colombia"
9598,_florines_,Planeta Tierra
9599,Opinand01385128,
9600,PazAmbiente,COLOMBIA
9601,bibixro,
9602,OtraLauraT,
9603,akane7k2,
9604,maox_reyes,Causa - Fe - Eternidad
9605,der_kleine_Osa,
9606,rosacris,"Centro Chiconcuac, Xochitepec"
9607,millosjuancho,Bogotá
9608,joseferleg,
9609,Duvanjavier231,
9610,sebaxriquett,santa marta
9611,felixeddyglez,Director Administración ESCEG
9612,Andres19901015,
9613,gvamericalatina,
9614,Eufori_ca,Tranquilandia
9615,GritoDeNadie,
9616,DdeusSinNombre,
9617,Chioraquel,Perú
9618,LarrottaLina,
9619,LaMaNaGeR_,
9620,Rolo98236780,
9621,Narito37470532,
9622,IberoAnon,En Todos Lados
9623,AnonOps_Co,Colombia
9624,Alejand94994625,
9625,sasoritobiobi,bogota colombia
9626,laurishenaoc,
9627,imgomezl,Colombia
9628,VaneLen18,Colombia
9629,EloyTP,Coruña
9630,J3susR33M,Playa del carmen  mexico 
9631,davidar08475237,Colombia
9632,AndresOF10,
9633,ZafiroMinino,
9634,NataliaG_sanche,
9635,CRISTIANSESQUI3,"Facatativá, Colombia"
9636,AlazarSin,
9637,Ninoskig,"Bogotá, D.C., Colombia"
9638,stcaes18,
9639,Mienvas1997,
9640,lauriisw,
9641,_ColombiaSoyYo,Bogotá
9642,Robert09033935,
9643,barragan_zendy,
9644,camicrisrodri,"Bogotá, D.C., Colombia"
9645,LogicoCopro,"Bogotá, D.C., Colombia"
9646,malvadulce1,
9647,Damianjuradoo,"California, USA"
9648,solo_misfans,
9649,rafah60110,Canada
9650,CarlosXDPM,Palma de Mallorca
9651,mioc132000,
9652,nature_tania,Tongva Land (Los Angeles)
9653,SelntiB,
9654,Cladoni,"Seattle, WA"
9655,PSoscovid,
9656,Tyradavie,"Hartford, IL"
9657,DavidPerfoArt,
9658,ytumamaeldoble,
9659,spee300,
9660,Politic95823273,
9661,yeinssongg,"Bogotá, D.C., Colombia"
9662,MotifDeRuptur,"Bordeaux, France"
9663,gloriad51039781,
9664,KhanZahera1,
9665,ccolombia04,"Bogotá, DC, Colombia"
9666,Miriam35215919,
9667,Musicasa8,
9668,Henrytraduce,Cocorná
9669,figurr,
9670,InternetFF,The Internetz
9671,londonerabroad,"Ljubljana, Slovenia"
9672,lanenaatiny,She/her
9673,Sofia21417350,ur moms bed
9674,1GoddRich,World Wide
9675,GigiGreene63,
9676,CubanDollBaby,"Noneya, Bus"
9677,caroIene, 23. he/them. asLan. 
9678,LauuSanchez__,
9679,Jimena54404894,International
9680,adbc1974,"Kitchener, Ontario Canada"
9681,gtonirocas,Desconocida
9682,nana26so,Los prados
9683,otravezyoaca,
9684,catap_yara,
9685,sayedgm,
9686,CarlosD70640140,
9687,cron0s,
9688,lacocinafred,Colombia
9689,AndresMolano,"Manhattan, NY"
9690,tylerisdum,he/him
9691,hAnNaJimENo,"Bogotá, D.C., Colombia"
9692,Kate24848000,
9693,AyarzaAyarka,North Hills CA
9694,Iwaizumibutno,
9695,Lavosdealguien1,Colombia
9696,HectorRiosJara1,
9697,JenaroAbraham,Ann Arbor / Bogotá / San Juan 
9698,InamKak62765267,
9699,gabrielaper,"Ottawa, Ontario"
9700,HeartMedz,Earth🌍 version 0.00.01.01
9701,JBoteroh,
9702,redprince0788,
9703,elegidapaz,
9704,Ashmita70305471,
9705,loudmelody16,
9706,milenasophia,"Tubará, Colombia"
9707,iptamenos33,Athens
9708,_Believer05,"San Francisco, CA"
9709,mclaudialondono,
9710,Haleth58198256,
9711,wafer_aaliyah,
9712,Karmyforeveram1,
9713,psandresg,Bogotá (COL)
9714,lecok23,
9715,Irem78715165,
9716,Mayerli57189281,
9717,cheloprof191,
9718,chickenarena,
9719,floompified,
9720,silviasaiz_1714,Republica Catalana
9721,prlibre,
9722,simoncordova123,"England, United Kingdom"
9723,komiikom,utc+12
9724,Entreycierre,"Bogotá, Colombia"
9725,Laura15avalos,"Gatineau, Quebec"
9726,EBlancoMadrigal,
9727,AlirioJimenezF_,"Köln, Deutschland"
9728,DESTIINYYS,
9729,MERIDACHAVISTA,MÉRIDA - MÉRIDA
9730,jhonjai83647459,"Antioquia, Colombia"
9731,jenpardxo,"New Jersey, USA"
9732,AFrontlines,"Lago Agrio, Ecuador"
9733,Eduardo98708389,
9734,Quiuipulido1,"Bogotá, D.C., Colombia"
9735,winzo77,
9736,nelsoncardena18,Bogota
9737,MovementMediaDC,"Washington, D.C."
9738,guidoleonel,"Calgary, AB"
9739,EdgarMa19554384,
9740,DCOT15,"Bogotá, D.C., Colombia"
9741,ChitkwesuManetu,𝓟𝓲𝓼𝓼𝓸𝓾𝓻𝓲 𝓑𝓪𝔂.
9742,Anonymous05600,"Malasiqui, Ilocos Region"
9743,ianamat,La Tierra del Olvido
9744,IHauberg,
9745,mshar47787643,
9746,ofduragon,
9747,lubis2007,
9748,Gal_5_14,USA
9749,cealac,colombia
9750,RomanGomez,
9751,ramoratinos,
9752,cduarteamado,Colombia
9753,librosencolera,
9754,LaKrupskaya2101,
9755,williamzborja,"Bogotá, D.C., Colombia"
9756,kardrespunk,colombia
9757,anny_oyola,
9758,DoryaDuvan,
9759,katherin1009,Cali - Colombia
9760,AleRo135246,
9761,juanava85347709,
9762,jsanch2s,"Bonn, Germany"
9763,LEstradaV,"Bello, Colombia"
9764,elpobresiempre1,"La Calera, Colombia"
9765,estherrebollo,Madrid
9766,Carolin56022614,
9767,Arcangeles_16,Colombia
9768,yeffersondny,
9769,marintencionado,"Bogotá, D.C., Colombia"
9770,a_florezm,COLOMBIA
9771,MaximaDiaz2018,"Quindio, Colombia"
9772,gaviriana,"Tenjo, Colombia"
9773,DeazaLeon,
9774,jose1713sa,Bogota 
9775,LeidyB_27,"Santander, Colombia"
9776,Marianacr8601,
9777,progresistasruu,#SigamonosLosBuenos
9778,teacherbopi,"Lorica, Córdoba"
9779,Ruben12HLVS,Argentina 🇦🇷
9780,atom779,"Tierra, vengo del infinito"
9781,oviedo_orlandoa,
9782,ANG3L_GALLEGO,
9783,alexanderr2088,
9784,Orlandoisazav,
9785,MALPENSANTE666,
9786,GrisalesRubio,
9787,rscristancho,Colombia
9788,AnaSana67548101,
9789,ANAEMILIABARRI1,
9790,hmatajira,
9791,Adriana55509529,"Zuata, Venezuela"
9792,Duraika1,ZUATA_VENEZUELA 
9793,NohemyNarvaez,
9794,niungradomenos,ciudad de buenos aires
9795,CarmenUpin,San José de chirica sector 2
9796,Camelia82642553,
9797,Julianrodmusica,Cali - Colombia
9798,Azulada2020,
9799,ADiazdelCH,
9800,AndresZ90502317,"Colombia, país que duele!"
9801,AmanitaTropical,Colombia
9802,oscardanieltc03,"Bogotá, D.C., Colombia"
9803,JAQUE_INE7,happier than ever✯
9804,BrayanPf1992,
9805,arainfonoticias,Aragón
9806,tonkotonko1,
9807,adrena___line,
9808,jpballes,Medellin
9809,gilmerus,En el exilio
9810,Lifecoachingmpr,
9811,cienfuegosk11,"Tabio, Cundinamarca."
9812,JJohannaRamirz,
9813,JYDAVID03,
9814,luis3721,"Bogotá, D.C., Colombia"
9815,BogotaCurioso,
9816,HuracanRodrigui,
9817,Nat_iva,Lima
9818,smerlapeke,✂️🪚✂️ Punisexual  ✂️🪚✂️
9819,pazgabela,Asturias
9820,angell_774,España
9821,laurisa2000,
9822,johanlibre,
9823,Guiller79122960,
9824,Edgars1948,
9825,Karen_TorresCa,Colombia
9826,Fanny62063314,
9827,RaulEBonilla,NYC
9828,SinCensuraCol,
9829,BrayAvilaRojas1,
9830,AdoptaVida,Getxo Euskadi. Nativa d Ferrol
9831,EDorgo50115,
9832,Dieguis85124107,
9833,gamba_nixon,"Bogotá, DC, Colombia"
9834,ERenegado15,Caracas
9835,Antifa023,Euskal Herria
9836,Johan__8,
9837,predathor95,"Medellín, Colombia"
9838,sergioduartepi,"Bucaramanga, Colombia"
9839,c4lico_0,
9840,AleMarichales,SAN FELIPE YARACUY
9841,josealejandropy,Paraguay
9842,Liberate_Col,"Alicante, Comunidad Valenciana"
9843,skayef0506,BOGOTA
9844,sovmadrid,"Madrid, Comunidad de Madrid"
9845,Radimir17,
9846,_Ardilaaa,Bogotá 
9847,SoloLaV37558411,
9848,WiphalaR,Bolivia 🇧🇴
9849,leoandpar,
9850,IzquierdaWeb,Argentina
9851,MataHari369,
9852,LeaTorr,
9853,chimiguila,
9854,MariaNellyGon13,
9855,TUTTI_SUNSHINE,Holanda
9856,OscarHernandoA5,
9857,Camario05,
9858,1961Tokio,
9859,ClapHastalaVic1,Venezuela. Tachira
9860,ROLON95409790,Colombia
9861,LlorenteOsmany,
9862,Fonseca80777,"Bogotá, D.C., Colombia"
9863,PabloUbaque16,###
9864,arleylozadab,
9865,RoseCT12,
9866,ASRAngelRomero,Florencia-Caqueta
9867,m_dimave,
9868,Vivian_A_Ruiz,
9869,SamuelPenaCano,Medellín
9870,dakardila,Colombia
9871,radio_piduco,"Maule, Chile y el Mundo. "
9872,JuanCam94714724,
9873,AlbertoPardoB,Bogotá. Colombia 
9874,MrKrauss2,
9875,BCJose1994,Lejos del Planeta 
9876,harold339,la tierra
9877,PatriaGrande56,"Santa Fé, Argentina"
9878,ricardoazul14,"Bogotá, Colombia"
9879,JTMClub,Colombia
9880,LaInviable,Colombia
9881,perroberto2,
9882,herasocmf,
9883,alvarezdiasmari,COLONIA TOVAR
9884,CamiloCarpo,Cali - Colombia
9885,calouis07,"Caracas, Venezuela"
9886,ComunidadCiuda4,
9887,18_10_22,Colombia
9888,CarlgarNN,Colombia
9889,roloorti25,COLOMBIA
9890,alsidero,Bogotá - Colombia
9891,CamaradaGrogu,
9892,DLopez1998,"Cali, Colombia"
9893,Juanpaedu1,"Bogotá, D.C., Colombia"
9894,dianarada11,
9895,LilyCaspath,
9896,lavoxradio,America del Sur
9897,MattaLiseth,"Santa Marta, Colombia"
9898,valenzu__,
9899,una_xxxxx,"Bucaramanga, Colombia"
9900,Viviana03321362,
9901,abojuan,Colombia
9902,juniornut1,
9903,joseparisien,
